"frame","time","face_prob","face_id","pitchF0","segment_id","segment_start","segment_end","track","speaker_id","text_token_id","text_token","text_token_start","text_token_end","match_id","FaceRectX","FaceRectY","FaceRectWidth","FaceRectHeight","AU01","AU02","AU04","AU06","AU07","AU10","AU12","AU14","AU15","AU17","AU23","AU24","fl1","fl2","fl3","fl4","fl5","fl6","fl7","fl8","fl9","fl10","fl11","fl12","fl13","fl14","fl15","fl16","fl17","fl18","fl19","fl20","fl21","fl22","fl23","fl24","fl25","fl26","fl27","fl28","fl29","fl30","fl31","fl32","fl33","fl34","fl35","fl36","fl37","fl38","fl39","fl40","fl41","fl42","fl43","fl44","fl45","fl46","fl47","fl48","fl49","fl50","fl51","fl52","fl53","fl54","fl55","fl56","fl57","fl58","fl59","fl60","fl61","fl62","fl63","fl64","fl65","fl66","fl67","fl68"
191,7.64,0.994,37,146.8,1,0.498,20.495,0,"SPEAKER_00",25,"gold",7.46,7.7,0,266.406,57.129,356.552,168.508,0.042,0.933,0.006,0.878,0.889,0.521,0.965,0.856,0.07,0.001,0.002,0,"271.89118856 103.89402521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
192,7.68,0.999,13,143.112,1,0.498,20.495,0,"SPEAKER_00",25,"gold",7.46,7.7,0,265.648,54.382,355.977,167.419,0.051,0.944,0.005,0.882,0.866,0.508,0.964,0.859,0.08,0.001,0.003,0,"270.30800352 106.13602424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
193,7.72,NA,NA,124.913,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
194,7.76,0.981,1,106.922,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,156.786,61.829,190.321,102.719,0.138,0.904,0.016,0.636,0.739,0.339,0.78,0.985,0.075,0.001,0.003,0,"159.98656225 81.89704508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
195,7.8,0.983,37,NA,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,157.411,60.453,191.226,103.101,0.123,0.926,0.009,0.711,0.726,0.297,0.796,0.987,0.069,0,0.004,0,"160.31916186 82.19148761","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
196,7.84,0.978,33,NA,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,154.579,55.5,191.017,101.932,0.172,0.906,0.021,0.631,0.781,0.408,0.727,0.986,0.079,0,0.003,0,"158.78036535 78.68951416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
197,7.88,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
198,7.92,0.953,33,NA,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,153.346,54.782,189.352,97.299,0.164,0.936,0.014,0.678,0.863,0.426,0.766,0.982,0.093,0.001,0.003,0,"157.03686881 75.30361891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
199,7.96,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
200,8,NA,NA,154.565,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
201,8.04,NA,NA,279.84,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
202,8.08,0.964,33,225.684,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,152.192,54.832,187.39,97.221,0.208,0.989,0.018,0.698,0.841,0.377,0.797,0.98,0.09,0.001,0.009,0,"157.63842846 76.35099536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
203,8.12,0.98,33,193.867,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,150.744,54.345,186.794,97.427,0.232,0.992,0.02,0.721,0.859,0.364,0.808,0.984,0.115,0.001,0.009,0,"157.01042223 76.12245989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
204,8.16,0.938,33,183.304,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,151.472,53.867,186.389,96.47,0.24,0.992,0.018,0.728,0.846,0.404,0.8,0.988,0.138,0.002,0.012,0,"156.95778255 75.81037462","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
205,8.2,0.965,33,184.98,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,151.5,54.307,186.223,96.078,0.238,0.993,0.018,0.729,0.846,0.389,0.82,0.988,0.129,0.002,0.013,0,"156.68008804 75.91266274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
206,8.24,NA,NA,181.496,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
207,8.28,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
208,8.32,0.805,33,NA,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,149.937,53.97,186.407,98.763,0.186,0.981,0.015,0.783,0.876,0.363,0.806,0.976,0.126,0.001,0.007,0,"156.00782585 76.06405878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
209,8.36,0.973,30,237.583,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,153.376,54.658,188.374,100.512,0.17,0.982,0.016,0.759,0.849,0.274,0.772,0.977,0.073,0,0.005,0,"157.84658249 77.86251581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
210,8.4,0.996,33,248.181,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,152.728,54.733,188.793,101.694,0.194,0.98,0.016,0.738,0.845,0.262,0.742,0.981,0.071,0,0.005,0,"157.70521498 77.58690739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
211,8.44,0.963,33,272.143,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,152.395,55.436,188.184,100.377,0.199,0.986,0.019,0.67,0.832,0.267,0.758,0.981,0.073,0.001,0.006,0,"157.98996949 77.64512134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
212,8.48,0.97,33,224.432,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,152.199,54.921,187.089,99.568,0.165,0.981,0.015,0.661,0.854,0.278,0.748,0.977,0.077,0,0.005,0,"157.98834376 76.65214735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
213,8.52,0.954,33,NA,1,0.498,20.495,0,"SPEAKER_00",26,"standard",7.7,8.56,0,152.647,55.164,187.154,99.077,0.182,0.982,0.013,0.656,0.845,0.253,0.737,0.976,0.084,0.001,0.004,0,"157.86692706 76.07362366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
214,8.56,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
215,8.6,NA,NA,245.303,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
216,8.64,NA,NA,260.069,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
217,8.68,NA,NA,252.162,1,0.498,20.495,0,"SPEAKER_00",27,"of",8.64,8.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
218,8.72,NA,NA,243.144,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
219,8.76,NA,NA,246.594,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
220,8.8,NA,NA,249.26,1,0.498,20.495,0,"SPEAKER_00",28,"tra",8.76,8.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
221,8.84,NA,NA,247.184,1,0.498,20.495,0,"SPEAKER_00",28,"tra",8.76,8.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
222,8.88,NA,NA,233.999,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
223,8.92,NA,NA,250.758,1,0.498,20.495,0,"SPEAKER_00",29,"andals",8.88,9.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
224,8.96,NA,NA,247.151,1,0.498,20.495,0,"SPEAKER_00",29,"andals",8.88,9.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
225,9,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",29,"andals",8.88,9.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
226,9.04,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",29,"andals",8.88,9.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
227,9.08,0.981,29,219.284,1,0.498,20.495,0,"SPEAKER_00",29,"andals",8.88,9.12,0,156.469,53.998,191.676,97.809,0.212,0.987,0.018,0.733,0.869,0.299,0.746,0.976,0.122,0.001,0.009,0,"160.17745967 73.49053133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
228,9.12,NA,NA,203.942,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
229,9.16,NA,NA,173.807,1,0.498,20.495,0,"SPEAKER_00",30,"you",9.14,9.24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
230,9.2,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",30,"you",9.14,9.24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
231,9.24,0.996,29,174.671,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,156.491,52.743,191.255,96.895,0.185,0.983,0.009,0.564,0.786,0.247,0.782,0.969,0.051,0.001,0.005,0,"160.73384726 75.19696832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
232,9.28,0.983,29,218.375,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,155.884,52.843,191.029,96.499,0.217,0.988,0.01,0.571,0.796,0.261,0.773,0.981,0.073,0.001,0.009,0,"160.34794064 75.16518813","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
233,9.32,0.994,29,231.598,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,154.638,52.306,190.367,97.234,0.212,0.99,0.012,0.675,0.856,0.307,0.771,0.982,0.078,0.001,0.009,0,"160.18729556 74.6683104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
234,9.36,0.988,29,239.965,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,154.474,53.261,190.306,96.242,0.235,0.991,0.018,0.733,0.868,0.375,0.794,0.983,0.077,0.001,0.011,0,"159.61548781 74.77190852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
235,9.4,0.996,49,250.153,1,0.498,20.495,0,"SPEAKER_00",31,"said",9.38,9.62,0,154.731,53.077,189.683,95.826,0.253,0.99,0.016,0.745,0.888,0.393,0.813,0.973,0.077,0.001,0.013,0,"159.99953189 75.41223568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
236,9.44,0.998,49,260.566,1,0.498,20.495,0,"SPEAKER_00",31,"said",9.38,9.62,0,154.621,53.866,190.239,95.605,0.307,0.994,0.021,0.762,0.86,0.517,0.857,0.973,0.09,0.002,0.024,0,"160.19900456 75.91889715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
237,9.48,0.996,49,268.12,1,0.498,20.495,0,"SPEAKER_00",31,"said",9.38,9.62,0,154.988,54.096,189.558,94.523,0.269,0.993,0.016,0.77,0.841,0.598,0.902,0.96,0.081,0.003,0.02,0,"160.70195138 74.63088059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
238,9.52,0.994,49,276.246,1,0.498,20.495,0,"SPEAKER_00",31,"said",9.38,9.62,0,155.503,53.259,190.072,93.965,0.276,0.993,0.014,0.772,0.82,0.634,0.92,0.955,0.075,0.003,0.018,0,"160.41216469 74.14868534","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
239,9.56,0.995,49,202.949,1,0.498,20.495,0,"SPEAKER_00",31,"said",9.38,9.62,0,155.569,52.023,191.218,94.484,0.29,0.994,0.019,0.8,0.855,0.532,0.905,0.968,0.09,0.002,0.024,0,"160.98747315 74.29370975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
240,9.6,0.992,49,NA,1,0.498,20.495,0,"SPEAKER_00",31,"said",9.38,9.62,0,156.257,53.222,191.142,95.266,0.233,0.989,0.014,0.803,0.837,0.443,0.857,0.973,0.08,0.001,0.008,0,"161.30518451 74.37279063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
241,9.64,0.985,49,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,156.915,51.828,191.684,95.359,0.207,0.986,0.013,0.824,0.852,0.464,0.87,0.968,0.076,0.001,0.007,0,"161.27153897 73.32258749","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
242,9.68,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",32,"it's",9.64,9.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
243,9.72,0.981,49,256.399,1,0.498,20.495,0,"SPEAKER_00",32,"it's",9.64,9.92,0,155.871,50.837,192.386,94.625,0.189,0.985,0.011,0.78,0.862,0.429,0.837,0.97,0.086,0.001,0.008,0,"161.03699176 72.98573464","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
244,9.76,NA,NA,240.441,1,0.498,20.495,0,"SPEAKER_00",32,"it's",9.64,9.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
245,9.8,0.959,45,233.586,1,0.498,20.495,0,"SPEAKER_00",32,"it's",9.64,9.92,0,157.29,53.198,189.856,93.533,0.213,0.988,0.015,0.763,0.837,0.505,0.844,0.979,0.088,0.001,0.012,0,"160.91861296 73.31808376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
246,9.84,0.971,2,234.738,1,0.498,20.495,0,"SPEAKER_00",32,"it's",9.64,9.92,0,156.562,54.381,189.29,94.256,0.211,0.989,0.015,0.79,0.843,0.654,0.913,0.967,0.071,0.003,0.017,0,"161.21776831 72.95527601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
247,9.88,0.986,49,237.507,1,0.498,20.495,0,"SPEAKER_00",32,"it's",9.64,9.92,0,157.276,54.466,189.089,93.241,0.212,0.99,0.016,0.783,0.853,0.611,0.889,0.971,0.066,0.002,0.015,0,"161.22621736 72.92246479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
248,9.92,0.991,2,241.359,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,156.839,54.278,189.36,94.157,0.22,0.991,0.015,0.78,0.838,0.672,0.908,0.969,0.068,0.003,0.016,0,"161.38100219 73.25082207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
249,9.96,0.985,2,204.528,1,0.498,20.495,0,"SPEAKER_00",33,"the",9.94,10.06,0,156.12,53.817,188.863,94.54,0.249,0.993,0.018,0.748,0.824,0.635,0.888,0.976,0.081,0.003,0.019,0,"161.01563585 73.7250309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
250,10,0.988,29,231.722,1,0.498,20.495,0,"SPEAKER_00",33,"the",9.94,10.06,0,157.865,54.068,189.657,93.926,0.266,0.993,0.015,0.773,0.764,0.764,0.91,0.965,0.102,0.005,0.03,0,"161.28595445 73.66740012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
251,10.04,0.989,49,216.297,1,0.498,20.495,0,"SPEAKER_00",33,"the",9.94,10.06,0,155.756,51.127,191.138,92.796,0.253,0.994,0.017,0.757,0.788,0.713,0.886,0.973,0.106,0.004,0.033,0,"161.66332784 73.9923476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
252,10.08,0.986,49,200.631,1,0.498,20.495,0,"SPEAKER_00",34,"finest",10.06,10.26,0,157.415,52.407,190.568,92.293,0.255,0.994,0.016,0.789,0.791,0.775,0.913,0.965,0.105,0.005,0.028,0,"161.92700827 73.61322594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
253,10.12,0.991,49,199.883,1,0.498,20.495,0,"SPEAKER_00",34,"finest",10.06,10.26,0,157.137,51.66,191.708,92.438,0.247,0.993,0.017,0.788,0.81,0.74,0.906,0.978,0.114,0.003,0.033,0,"162.12467104 73.08093715","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
254,10.16,0.994,49,149.999,1,0.498,20.495,0,"SPEAKER_00",34,"finest",10.06,10.26,0,158.578,53.014,191.444,92.32,0.263,0.993,0.021,0.785,0.825,0.736,0.906,0.974,0.096,0.003,0.029,0,"162.09636712 72.32689905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
255,10.2,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",34,"finest",10.06,10.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
256,10.24,0.967,47,NA,1,0.498,20.495,0,"SPEAKER_00",34,"finest",10.06,10.26,0,158.466,50.738,192.552,93.962,0.211,0.987,0.011,0.77,0.792,0.519,0.871,0.965,0.058,0.001,0.011,0,"162.86395434 72.27420688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
257,10.28,NA,NA,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
258,10.32,0.972,14,213.092,1,0.498,20.495,0,"SPEAKER_00",35,"deal",10.3,10.58,0,158.056,49.662,192.95,92.88,0.172,0.985,0.013,0.847,0.809,0.6,0.893,0.95,0.071,0.001,0.011,0,"162.0676747 70.4301706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
259,10.36,0.983,45,231.726,1,0.498,20.495,0,"SPEAKER_00",35,"deal",10.3,10.58,0,159.731,50.94,192.086,93.001,0.174,0.988,0.011,0.847,0.796,0.653,0.923,0.936,0.072,0.001,0.017,0,"162.36873269 71.70485353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
260,10.4,0.981,45,247.205,1,0.498,20.495,0,"SPEAKER_00",35,"deal",10.3,10.58,0,159.903,51.368,191.949,92.334,0.17,0.982,0.012,0.863,0.802,0.71,0.935,0.928,0.072,0.001,0.016,0,"162.04667839 70.41028982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
261,10.44,0.98,45,276.688,1,0.498,20.495,0,"SPEAKER_00",35,"deal",10.3,10.58,0,159.233,50.587,192.506,93.117,0.195,0.986,0.013,0.855,0.817,0.658,0.914,0.945,0.073,0.001,0.015,0,"162.29433112 71.02869791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
262,10.48,0.987,45,256.408,1,0.498,20.495,0,"SPEAKER_00",35,"deal",10.3,10.58,0,159.541,50.98,192.874,93.349,0.189,0.988,0.012,0.798,0.763,0.637,0.904,0.95,0.091,0.001,0.023,0,"162.66612756 71.96611881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
263,10.52,0.979,45,251.514,1,0.498,20.495,0,"SPEAKER_00",35,"deal",10.3,10.58,0,158.003,50.736,193.243,93.896,0.202,0.989,0.012,0.785,0.785,0.587,0.882,0.965,0.072,0.001,0.019,0,"162.8767184 71.90428454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
